start,end,text,file
1581.61,1581.61,",",ES2008d.A.words.xml
1581.61,1581.75,how,ES2008d.A.words.xml
1581.75,1581.87,we,ES2008d.A.words.xml
1581.87,1582.17,used,ES2008d.A.words.xml
1582.17,1582.91,it,ES2008d.A.words.xml
1582.91,1582.91,",",ES2008d.A.words.xml
1582.91,1583.07,if,ES2008d.A.words.xml
1583.07,1583.15,we,ES2008d.A.words.xml
1583.15,1583.21,were,ES2008d.A.words.xml
1583.21,1583.5,able,ES2008d.A.words.xml
1583.5,1583.98,to,ES2008d.A.words.xml
1583.98,1585.14,um,ES2008d.A.words.xml
1585.14,1585.14,",",ES2008d.A.words.xml
1585.14,1585.22,you,ES2008d.A.words.xml
1585.22,1585.4,know,ES2008d.A.words.xml
1585.4,1585.4,",",ES2008d.A.words.xml
1585.4,1585.72,use,ES2008d.A.words.xml
1585.72,1585.83,our,ES2008d.A.words.xml
1585.83,1586.3,creativity,ES2008d.A.words.xml
1586.3,1586.43,with,ES2008d.A.words.xml
1586.43,1586.5,the,ES2008d.A.words.xml
1586.5,1587.76,information,ES2008d.A.words.xml
1587.76,1587.76,",",ES2008d.A.words.xml
1587.76,1589.0,um,ES2008d.A.words.xml
1589.0,1589.99,how,ES2008d.A.words.xml
1589.99,1590.13,how,ES2008d.A.words.xml
1590.13,1590.4,well,ES2008d.A.words.xml
1590.4,1590.65,I,ES2008d.A.words.xml
1590.65,1590.88,guess,ES2008d.A.words.xml
1590.88,1590.97,I,ES2008d.A.words.xml
1590.97,1591.27,led,ES2008d.A.words.xml
1591.27,1592.09,it,ES2008d.A.words.xml
1592.09,1592.09,",",ES2008d.A.words.xml
1592.09,1593.0,um,ES2008d.A.words.xml
1593.0,1593.49,the,ES2008d.A.words.xml
1593.49,1593.66,how,ES2008d.A.words.xml
1593.66,1593.81,well,ES2008d.A.words.xml
1593.81,1593.92,we,ES2008d.A.words.xml
1593.92,1594.28,worked,ES2008d.A.words.xml
1594.28,1594.67,together,ES2008d.A.words.xml
1594.67,1594.78,as,ES2008d.A.words.xml
1594.78,1594.83,a,ES2008d.A.words.xml
1594.83,1596.07,team,ES2008d.A.words.xml
1596.07,1596.07,",",ES2008d.A.words.xml
1596.07,1596.72,um,ES2008d.A.words.xml
1596.72,1596.81,the,ES2008d.A.words.xml
1596.81,1597.11,digital,ES2008d.A.words.xml
1597.11,1597.64,pens,ES2008d.A.words.xml
1597.64,1597.64,",",ES2008d.A.words.xml
1597.64,1597.77,the,ES2008d.A.words.xml
1597.77,1598.59,whiteboard,ES2008d.A.words.xml
1598.59,1598.59,.,ES2008d.A.words.xml
1600.07,1600.37,Okay,ES2008d.A.words.xml
1600.37,1600.37,.,ES2008d.A.words.xml
1626.67,1626.97,Mm-hmm,ES2008d.A.words.xml
1626.97,1626.97,.,ES2008d.A.words.xml
1631.02,1631.33,Mm-hmm,ES2008d.A.words.xml
1631.33,1631.33,.,ES2008d.A.words.xml
1644.22,1644.55,Mm-hmm,ES2008d.A.words.xml
1644.55,1644.55,.,ES2008d.A.words.xml
1674.53,1675.09,Mm-hmm,ES2008d.A.words.xml
1675.09,1675.09,.,ES2008d.A.words.xml
1681.75,1681.81,I,ES2008d.A.words.xml
1681.81,1681.98,think,ES2008d.A.words.xml
1681.98,1682.11,we,ES2008d.A.words.xml
1682.11,1682.27,all,ES2008d.A.words.xml
1682.27,1682.55,made,ES2008d.A.words.xml
1682.55,1683.24,um,ES2008d.A.words.xml
1683.24,1683.43,very,ES2008d.A.words.xml
1683.43,1683.93,significant,ES2008d.A.words.xml
1683.93,1684.55,contributions,ES2008d.A.words.xml
1684.55,1684.55,",",ES2008d.A.words.xml
1684.55,1684.61,I,ES2008d.A.words.xml
1684.61,1684.75,don't,ES2008d.A.words.xml
1684.75,1684.89,think,ES2008d.A.words.xml
1684.89,1685.56,anybody,ES2008d.A.words.xml
1685.56,1686.27,dominated,ES2008d.A.words.xml
1686.27,1686.65,it,ES2008d.A.words.xml
1686.65,1686.65,",",ES2008d.A.words.xml
1686.65,1686.82,which,ES2008d.A.words.xml
1686.82,1686.9,I,ES2008d.A.words.xml
1686.9,1687.06,thought,ES2008d.A.words.xml
1687.06,1687.2,was,ES2008d.A.words.xml
1687.2,1687.43,really,ES2008d.A.words.xml
1687.43,1687.65,good,ES2008d.A.words.xml
1687.65,1687.65,",",ES2008d.A.words.xml
1687.65,1687.85,like,ES2008d.A.words.xml
1687.85,1688.02,each,ES2008d.A.words.xml
1688.02,1688.11,of,ES2008d.A.words.xml
1688.11,1689.16,us,ES2008d.A.words.xml
1689.16,1689.32,was,ES2008d.A.words.xml
1689.32,1689.53,able,ES2008d.A.words.xml
1689.53,1689.86,to,ES2008d.A.words.xml
1689.86,1690.21,um,ES2008d.A.words.xml
1690.21,1690.32,like,ES2008d.A.words.xml
1690.32,1690.42,each,ES2008d.A.words.xml
1690.42,1690.52,of,ES2008d.A.words.xml
1690.52,1690.63,you,ES2008d.A.words.xml
1690.63,1690.87,had,ES2008d.A.words.xml
1690.87,1691.0,your,ES2008d.A.words.xml
1691.0,1691.47,information,ES2008d.A.words.xml
1691.47,1691.62,and,ES2008d.A.words.xml
1691.62,1692.14,I,ES2008d.A.words.xml
1692.14,1692.31,uh,ES2008d.A.words.xml
1692.31,1692.38,I,ES2008d.A.words.xml
1692.38,1692.57,tried,ES2008d.A.words.xml
1692.57,1692.64,to,ES2008d.A.words.xml
1692.64,1693.13,facilitate,ES2008d.A.words.xml
1693.13,1693.22,it,ES2008d.A.words.xml
1693.22,1694.24,without,ES2008d.A.words.xml
1694.24,1694.4,like,ES2008d.A.words.xml
1694.4,1694.75,taking,ES2008d.A.words.xml
1694.75,1695.26,over,ES2008d.A.words.xml
1695.26,1695.26,",",ES2008d.A.words.xml
1695.26,1695.97,um,ES2008d.A.words.xml
1697.54,1697.68,I,ES2008d.A.words.xml
1697.68,1697.89,like,ES2008d.A.words.xml
1697.89,1697.98,our,ES2008d.A.words.xml
1697.98,1698.22,little,ES2008d.A.words.xml
1698.22,1698.59,finished,ES2008d.A.words.xml
1698.59,1699.21,products,ES2008d.A.words.xml
1699.21,1699.21,.,ES2008d.A.words.xml
1700.39,1700.73,Really,ES2008d.A.words.xml
1700.73,1701.4,cute,ES2008d.A.words.xml
1701.4,1701.4,.,ES2008d.A.words.xml
1714.12,1714.17,I,ES2008d.A.words.xml
1714.17,1714.57,know,ES2008d.A.words.xml
1714.57,1714.57,",",ES2008d.A.words.xml
1714.57,1714.73,let's,ES2008d.A.words.xml
1714.73,1714.87,think,ES2008d.A.words.xml
1714.87,1714.97,of,ES2008d.A.words.xml
1714.97,1715.22,it,ES2008d.A.words.xml
1715.22,1715.38,like,ES2008d.A.words.xml
1715.38,1715.43,a,ES2008d.A.words.xml
1715.43,1715.61,little,ES2008d.A.words.xml
1715.61,1716.11,jingle,ES2008d.A.words.xml
1716.11,1716.11,.,ES2008d.A.words.xml
1717.41,1718.28,Um,ES2008d.A.words.xml
1718.28,1718.28,.,ES2008d.A.words.xml
1731.424,1731.424,.,ES2008d.A.words.xml
1733.46,1733.82,Okay,ES2008d.A.words.xml
1733.82,1735.23,um,ES2008d.A.words.xml
1735.23,1735.47,new,ES2008d.A.words.xml
1735.47,1736.0,ideas,ES2008d.A.words.xml
1736.0,1736.51,found,ES2008d.A.words.xml
1736.51,1736.51,?,ES2008d.A.words.xml
1739.64,1740.83,Definitely,ES2008d.A.words.xml
1740.83,1740.83,.,ES2008d.A.words.xml
1740.83,1741.09,Or,ES2008d.A.words.xml
1741.09,1741.2,or,ES2008d.A.words.xml
1741.2,1741.29,at,ES2008d.A.words.xml
1741.29,1741.48,least,ES2008d.A.words.xml
1741.48,1741.58,be,ES2008d.A.words.xml
1741.58,1741.73,c,ES2008d.A.words.xml
1741.73,1741.88,p,ES2008d.A.words.xml
1741.88,1742.27,creative,ES2008d.A.words.xml
1742.27,1742.45,enough,ES2008d.A.words.xml
1742.45,1742.57,to,ES2008d.A.words.xml
1742.57,1742.78,think,ES2008d.A.words.xml
1742.78,1743.84,of,ES2008d.A.words.xml
1743.84,1744.12,toggle,ES2008d.A.words.xml
1744.12,1744.84,switches,ES2008d.A.words.xml
1744.84,1745.05,mm,ES2008d.A.words.xml
1746.41,1746.72,etcetera,ES2008d.A.words.xml
1746.72,1746.72,.,ES2008d.A.words.xml
1749.56,1749.83,Oh,ES2008d.A.words.xml
1749.83,1749.83,",",ES2008d.A.words.xml
1749.83,1749.99,I'm,ES2008d.A.words.xml
1749.99,1750.2,so,ES2008d.A.words.xml
1750.2,1750.81,excited,ES2008d.A.words.xml
1750.81,1750.81,.,ES2008d.A.words.xml
1761.57,1761.95,Mm-hmm,ES2008d.A.words.xml
1761.95,1761.95,.,ES2008d.A.words.xml
1767.87,1767.99,I,ES2008d.A.words.xml
1767.99,1768.18,thi,ES2008d.A.words.xml
1768.18,1768.85,yeah,ES2008d.A.words.xml
1768.85,1768.85,",",ES2008d.A.words.xml
1768.85,1769.0,that's,ES2008d.A.words.xml
1769.0,1769.5,awesome,ES2008d.A.words.xml
1769.5,1769.5,.,ES2008d.A.words.xml
1770.71,1772.28,Um,ES2008d.A.words.xml
1772.28,1772.5,okay,ES2008d.A.words.xml
1772.5,1772.5,",",ES2008d.A.words.xml
1772.5,1772.96,closing,ES2008d.A.words.xml
1772.96,1772.96,.,ES2008d.A.words.xml
1774.19,1774.36,Are,ES2008d.A.words.xml
1774.36,1774.44,the,ES2008d.A.words.xml
1774.44,1774.68,costs,ES2008d.A.words.xml
1774.68,1774.88,within,ES2008d.A.words.xml
1774.88,1774.98,the,ES2008d.A.words.xml
1774.98,1776.14,budget,ES2008d.A.words.xml
1776.14,1776.14,?,ES2008d.A.words.xml
1776.14,1776.23,Is,ES2008d.A.words.xml
1776.23,1776.31,the,ES2008d.A.words.xml
1776.31,1776.73,project,ES2008d.A.words.xml
1776.73,1778.51,evaluated,ES2008d.A.words.xml
1778.51,1778.51,?,ES2008d.A.words.xml
1778.51,1778.6,Now,ES2008d.A.words.xml
1778.6,1778.72,there's,ES2008d.A.words.xml
1778.72,1778.78,the,ES2008d.A.words.xml
1778.78,1778.98,final,ES2008d.A.words.xml
1778.98,1779.35,questionnaire,ES2008d.A.words.xml
1779.35,1779.44,and,ES2008d.A.words.xml
1779.44,1779.74,meeting,ES2008d.A.words.xml
1779.74,1780.65,summary,ES2008d.A.words.xml
1780.65,1780.65,.,ES2008d.A.words.xml
1780.65,1781.6,Um,ES2008d.A.words.xml
1781.6,1781.93,so,ES2008d.A.words.xml
1781.93,1781.93,",",ES2008d.A.words.xml
1781.93,1782.02,this,ES2008d.A.words.xml
1782.02,1782.16,is,ES2008d.A.words.xml
1782.16,1782.22,the,ES2008d.A.words.xml
1782.22,1782.4,great,ES2008d.A.words.xml
1782.4,1782.91,product,ES2008d.A.words.xml
1782.91,1783.27,kids,ES2008d.A.words.xml
1783.27,1783.27,",",ES2008d.A.words.xml
1783.27,1783.33,I,ES2008d.A.words.xml
1783.33,1783.51,think,ES2008d.A.words.xml
1783.51,1784.48,we've,ES2008d.A.words.xml
1784.48,1784.78,created,ES2008d.A.words.xml
1784.78,1785.06,something,ES2008d.A.words.xml
1785.06,1785.29,really,ES2008d.A.words.xml
1785.29,1785.72,interesting,ES2008d.A.words.xml
1785.72,1785.85,and,ES2008d.A.words.xml
1785.85,1786.09,that,ES2008d.A.words.xml
1786.09,1786.25,we,ES2008d.A.words.xml
1786.25,1786.38,have,ES2008d.A.words.xml
1786.38,1786.43,a,ES2008d.A.words.xml
1786.43,1786.75,market,ES2008d.A.words.xml
1786.75,1787.02,for,ES2008d.A.words.xml
1787.02,1787.64,it,ES2008d.A.words.xml
1787.64,1787.64,",",ES2008d.A.words.xml
1787.64,1788.33,um,ES2008d.A.words.xml
1788.33,1788.64,especially,ES2008d.A.words.xml
1788.64,1788.7,if,ES2008d.A.words.xml
1788.7,1788.8,we,ES2008d.A.words.xml
1788.8,1788.94,can,ES2008d.A.words.xml
1788.94,1789.25,produce,ES2008d.A.words.xml
1789.25,1789.34,it,ES2008d.A.words.xml
1789.34,1789.46,at,ES2008d.A.words.xml
1789.46,1789.69,twelve,ES2008d.A.words.xml
1789.69,1789.91,point,ES2008d.A.words.xml
1789.91,1790.11,three,ES2008d.A.words.xml
1790.11,1790.26,which,ES2008d.A.words.xml
1790.26,1790.41,we,ES2008d.A.words.xml
1790.41,1791.34,hope,ES2008d.A.words.xml
1791.34,1791.77,um,ES2008d.A.words.xml
1793.7,1794.4,yeah,ES2008d.A.words.xml
1794.4,1794.4,.,ES2008d.A.words.xml
1794.4,1794.59,Make,ES2008d.A.words.xml
1794.59,1794.95,sure,ES2008d.A.words.xml
1794.95,1795.05,in,ES2008d.A.words.xml
1795.05,1795.18,your,ES2008d.A.words.xml
1795.18,1795.57,questionnaire,ES2008d.A.words.xml
1795.57,1795.65,to,ES2008d.A.words.xml
1795.65,1795.81,put,ES2008d.A.words.xml
1795.81,1796.48,down,ES2008d.A.words.xml
1796.48,1797.24,criticisms,ES2008d.A.words.xml
1797.24,1797.58,of,ES2008d.A.words.xml
1798.55,1798.7,both,ES2008d.A.words.xml
1798.7,1798.8,the,ES2008d.A.words.xml
1798.8,1799.2,process,ES2008d.A.words.xml
1799.2,1799.39,and,ES2008d.A.words.xml
1799.39,1799.57,the,ES2008d.A.words.xml
1799.57,1800.79,um,ES2008d.A.words.xml
1800.79,1801.05,the,ES2008d.A.words.xml
1801.05,1801.41,final,ES2008d.A.words.xml
1801.41,1801.98,results,ES2008d.A.words.xml
1801.98,1805.52,and,ES2008d.A.words.xml
1805.52,1805.52,.,ES2008d.A.words.xml
1805.52,1805.6,I,ES2008d.A.words.xml
1805.6,1805.82,do,ES2008d.A.words.xml
1805.82,1806.04,like,ES2008d.A.words.xml
1806.04,1806.12,the,ES2008d.A.words.xml
1806.12,1806.44,Martian,ES2008d.A.words.xml
1806.44,1807.38,remote,ES2008d.A.words.xml
1807.38,1807.38,.,ES2008d.A.words.xml
1807.38,1807.49,If,ES2008d.A.words.xml
1807.49,1807.58,we,ES2008d.A.words.xml
1807.58,1807.74,could,ES2008d.A.words.xml
1807.74,1807.94,choose,ES2008d.A.words.xml
1807.94,1808.1,more,ES2008d.A.words.xml
1808.1,1808.27,than,ES2008d.A.words.xml
1808.27,1808.56,one,ES2008d.A.words.xml
1808.56,1808.56,",",ES2008d.A.words.xml
1808.56,1808.7,that,ES2008d.A.words.xml
1808.7,1808.8,would,ES2008d.A.words.xml
1808.8,1808.88,be,ES2008d.A.words.xml
1808.88,1809.0,my,ES2008d.A.words.xml
1809.0,1809.26,second,ES2008d.A.words.xml
1809.26,1809.51,choice,ES2008d.A.words.xml
1809.51,1809.51,.,ES2008d.A.words.xml
1811.43,1811.66,Although,ES2008d.A.words.xml
1811.66,1811.75,the,ES2008d.A.words.xml
1811.75,1812.15,tog,ES2008d.A.words.xml
1812.15,1812.72,toggle,ES2008d.A.words.xml
1813.92,1814.04,I'm,ES2008d.A.words.xml
1814.04,1814.4,afraid,ES2008d.A.words.xml
1814.4,1814.49,I,ES2008d.A.words.xml
1814.49,1814.77,would,ES2008d.A.words.xml
1815.72,1815.81,It's,ES2008d.A.words.xml
1815.81,1816.9,cool,ES2008d.A.words.xml
1816.9,1816.9,.,ES2008d.A.words.xml
1816.9,1816.96,I,ES2008d.A.words.xml
1816.96,1817.13,think,ES2008d.A.words.xml
1817.13,1817.19,I,ES2008d.A.words.xml
1817.19,1817.28,would,ES2008d.A.words.xml
1817.28,1817.48,break,ES2008d.A.words.xml
1817.48,1817.78,it,ES2008d.A.words.xml
1817.78,1817.78,.,ES2008d.A.words.xml
1833.76,1834.0,Oh,ES2008d.A.words.xml
1834.0,1834.36,yeah,ES2008d.A.words.xml
1834.36,1834.36,",",ES2008d.A.words.xml
1834.36,1834.52,it's,ES2008d.A.words.xml
1834.52,1834.67,kind,ES2008d.A.words.xml
1834.67,1834.73,of,ES2008d.A.words.xml
1834.73,1834.85,a,ES2008d.A.words.xml
1834.85,1835.4,penguin,ES2008d.A.words.xml
1835.4,1835.4,.,ES2008d.A.words.xml
1839.56,1840.21,Mm-mm,ES2008d.A.words.xml
1840.21,1840.21,.,ES2008d.A.words.xml
1857.57,1857.61,Mm,ES2008d.A.words.xml
1857.61,1858.57,'kay,ES2008d.A.words.xml
1858.57,1858.57,",",ES2008d.A.words.xml
1858.57,1859.66,congratulations,ES2008d.A.words.xml
1859.66,1859.66,.,ES2008d.A.words.xml
1861.24,1861.95,Um,ES2008d.A.words.xml
1861.95,1861.95,.,ES2008d.A.words.xml
1863.7,1863.99,Anything,ES2008d.A.words.xml
1863.99,1864.15,else,ES2008d.A.words.xml
1864.15,1864.24,to,ES2008d.A.words.xml
1864.24,1864.51,say,ES2008d.A.words.xml
1864.51,1864.51,?,ES2008d.A.words.xml
1870.01,1870.56,Alright,ES2008d.A.words.xml
1870.56,1870.56,.,ES2008d.A.words.xml
1871.49,1872.37,Um,ES2008d.A.words.xml
1872.37,1872.68,anybody,ES2008d.A.words.xml
1872.68,1873.98,have,ES2008d.A.words.xml
1873.98,1874.05,I,ES2008d.A.words.xml
1874.05,1874.2,got,ES2008d.A.words.xml
1874.2,1874.39,more,ES2008d.A.words.xml
1874.39,1874.72,master,ES2008d.A.words.xml
1874.72,1875.1,classes,ES2008d.A.words.xml
1875.1,1875.1,",",ES2008d.A.words.xml
1875.1,1875.39,anybody,ES2008d.A.words.xml
1875.39,1875.58,else,ES2008d.A.words.xml
1875.58,1875.83,wanna,ES2008d.A.words.xml
1875.83,1876.01,like,ES2008d.A.words.xml
1876.01,1876.24,take,ES2008d.A.words.xml
1876.24,1876.29,a,ES2008d.A.words.xml
1876.29,1876.73,master's,ES2008d.A.words.xml
1876.73,1877.24,class,ES2008d.A.words.xml
1877.24,1877.24,?,ES2008d.A.words.xml
1880.65,1881.21,Yeah,ES2008d.A.words.xml
1881.21,1881.21,",",ES2008d.A.words.xml
1881.21,1881.32,but,ES2008d.A.words.xml
1881.32,1881.49,check,ES2008d.A.words.xml
1881.49,1881.58,it,ES2008d.A.words.xml
1881.58,1881.76,out,ES2008d.A.words.xml
1881.76,1881.76,.,ES2008d.A.words.xml
1881.76,1881.94,So,ES2008d.A.words.xml
1881.94,1882.35,like,ES2008d.A.words.xml
1882.35,1882.45,there,ES2008d.A.words.xml
1882.45,1882.48,are,ES2008d.A.words.xml
1882.48,1882.56,all,ES2008d.A.words.xml
1882.56,1882.76,these,ES2008d.A.words.xml
1882.76,1882.91,like,ES2008d.A.words.xml
1882.91,1883.44,links,ES2008d.A.words.xml
1883.44,1883.44,",",ES2008d.A.words.xml
1883.44,1883.54,they,ES2008d.A.words.xml
1883.54,1883.66,don't,ES2008d.A.words.xml
1883.66,1883.83,go,ES2008d.A.words.xml
1883.83,1884.15,anywhere,ES2008d.A.words.xml
1884.15,1884.15,.,ES2008d.A.words.xml
1885.47,1885.62,But,ES2008d.A.words.xml
1885.62,1885.79,all,ES2008d.A.words.xml
1885.79,1885.89,that,ES2008d.A.words.xml
1885.89,1885.98,you,ES2008d.A.words.xml
1885.98,1886.13,need,ES2008d.A.words.xml
1886.13,1886.21,to,ES2008d.A.words.xml
1886.21,1886.42,keep,ES2008d.A.words.xml
1886.42,1886.57,in,ES2008d.A.words.xml
1886.57,1886.85,mind,ES2008d.A.words.xml
1886.85,1887.04,your,ES2008d.A.words.xml
1887.04,1887.49,knowledge,ES2008d.A.words.xml
1887.49,1889.12,management,ES2008d.A.words.xml
1889.12,1889.12,.,ES2008d.A.words.xml
1889.12,1890.13,Um,ES2008d.A.words.xml
1890.13,1890.27,just,ES2008d.A.words.xml
1890.27,1890.42,wanna,ES2008d.A.words.xml
1890.42,1890.54,make,ES2008d.A.words.xml
1890.54,1890.7,sure,ES2008d.A.words.xml
1890.7,1890.77,you,ES2008d.A.words.xml
1890.77,1891.09,do,ES2008d.A.words.xml
1891.09,1891.09,.,ES2008d.A.words.xml
1895.91,1897.95,Oh,ES2008d.A.words.xml
1899.66,1899.82,It,ES2008d.A.words.xml
1899.82,1900.29,is,ES2008d.A.words.xml
1900.29,1900.29,.,ES2008d.A.words.xml
1901.51,1902.05,Yes,ES2008d.A.words.xml
1902.05,1903.15,definitely,ES2008d.A.words.xml
1903.15,1903.27,I'm,ES2008d.A.words.xml
1903.27,1903.45,very,ES2008d.A.words.xml
1903.45,1903.66,sad,ES2008d.A.words.xml
1903.66,1903.76,that,ES2008d.A.words.xml
1903.76,1903.82,I,ES2008d.A.words.xml
1903.82,1903.99,didn't,ES2008d.A.words.xml
1903.99,1904.12,get,ES2008d.A.words.xml
1904.12,1904.25,any,ES2008d.A.words.xml
1904.25,1904.54,links,ES2008d.A.words.xml
1904.54,1904.65,to,ES2008d.A.words.xml
1904.65,1904.72,the,ES2008d.A.words.xml
1904.72,1905.03,corporate,ES2008d.A.words.xml
1905.03,1905.47,website,ES2008d.A.words.xml
1905.47,1905.47,.,ES2008d.A.words.xml
1907.344,1907.344,.,ES2008d.A.words.xml
1912.86,1913.21,Wow,ES2008d.A.words.xml
1913.21,1913.21,.,ES2008d.A.words.xml
1922.78,1923.4,Yes,ES2008d.A.words.xml
1923.4,1923.4,.,ES2008d.A.words.xml
1923.4,1923.51,I,ES2008d.A.words.xml
1923.51,1923.77,love,ES2008d.A.words.xml
1923.77,1924.26,Excel,ES2008d.A.words.xml
1924.26,1924.26,",",ES2008d.A.words.xml
1924.26,1924.37,it's,ES2008d.A.words.xml
1924.37,1924.48,one,ES2008d.A.words.xml
1924.48,1924.54,of,ES2008d.A.words.xml
1924.54,1924.62,my,ES2008d.A.words.xml
1924.62,1924.91,favourite,ES2008d.A.words.xml
1924.91,1925.39,programs,ES2008d.A.words.xml
1925.39,1925.39,.,ES2008d.A.words.xml
1932.67,1932.82,I,ES2008d.A.words.xml
1932.82,1933.49,see,ES2008d.A.words.xml
1933.49,1933.49,",",ES2008d.A.words.xml
1933.49,1933.77,mm,ES2008d.A.words.xml
1933.77,1933.77,.,ES2008d.A.words.xml
1935.87,1936.49,Spongy,ES2008d.A.words.xml
1936.49,1936.49,.,ES2008d.A.words.xml
1974.72,1976.68,I,ES2008d.A.words.xml
1976.68,1976.79,I,ES2008d.A.words.xml
1976.79,1976.98,thought,ES2008d.A.words.xml
1976.98,1977.06,it,ES2008d.A.words.xml
1977.06,1977.2,was,ES2008d.A.words.xml
1977.2,1977.25,a,ES2008d.A.words.xml
1977.25,1977.44,little,ES2008d.A.words.xml
1977.44,1977.81,tricky,ES2008d.A.words.xml
1977.81,1978.11,having,ES2008d.A.words.xml
1978.11,1978.22,to,ES2008d.A.words.xml
1978.22,1978.47,hand,ES2008d.A.words.xml
1978.47,1978.8,around,ES2008d.A.words.xml
1978.8,1979.43,this,ES2008d.A.words.xml
1979.43,1979.7,thing,ES2008d.A.words.xml
1979.7,1979.7,.,ES2008d.A.words.xml
1981.83,1981.91,We,ES2008d.A.words.xml
1981.91,1982.0,had,ES2008d.A.words.xml
1982.0,1982.04,a,ES2008d.A.words.xml
1982.04,1982.23,lot,ES2008d.A.words.xml
1982.23,1982.37,of,ES2008d.A.words.xml
1982.37,1982.47,the,ES2008d.A.words.xml
1982.47,1983.76,um,ES2008d.A.words.xml
1983.76,1984.08,otherwise,ES2008d.A.words.xml
1984.08,1984.15,the,ES2008d.A.words.xml
1984.15,1984.85,technology,ES2008d.A.words.xml
1984.85,1985.12,today,ES2008d.A.words.xml
1985.12,1985.23,was,ES2008d.A.words.xml
1985.23,1985.46,kinda,ES2008d.A.words.xml
1985.46,1985.79,cool,ES2008d.A.words.xml
1985.79,1985.79,.,ES2008d.A.words.xml
1988.89,1989.32,Mm-hmm,ES2008d.A.words.xml
1989.32,1989.32,.,ES2008d.A.words.xml
1990.71,1991.87,No,ES2008d.A.words.xml
1991.87,1991.87,.,ES2008d.A.words.xml
1991.87,1992.12,Although,ES2008d.A.words.xml
1992.12,1992.18,I,ES2008d.A.words.xml
1992.18,1992.43,don't,ES2008d.A.words.xml
1992.43,1992.62,see,ES2008d.A.words.xml
1992.62,1993.92,how,ES2008d.A.words.xml
1993.92,1994.12,we,ES2008d.A.words.xml
1994.12,1994.57,could,ES2008d.A.words.xml
1994.57,1995.04,have,ES2008d.A.words.xml
1995.04,1995.27,very,ES2008d.A.words.xml
1995.27,1995.54,l,ES2008d.A.words.xml
1995.54,1995.7,at,ES2008d.A.words.xml
1995.7,1995.92,least,ES2008d.A.words.xml
1995.92,1996.09,for,ES2008d.A.words.xml
1996.09,1996.32,me,ES2008d.A.words.xml
1996.32,1996.49,I,ES2008d.A.words.xml
2004.97,2005.23,Mm,ES2008d.A.words.xml
2005.23,2005.23,.,ES2008d.A.words.xml
2016.07,2016.4,Mm-hmm,ES2008d.A.words.xml
2016.4,2016.4,.,ES2008d.A.words.xml
2020.23,2020.41,And,ES2008d.A.words.xml
2020.41,2020.65,with,ES2008d.A.words.xml
2020.65,2020.88,and,ES2008d.A.words.xml
2020.88,2020.99,with,ES2008d.A.words.xml
2020.99,2021.08,the,ES2008d.A.words.xml
2021.08,2021.61,PowerPoint,ES2008d.A.words.xml
2021.61,2021.71,that,ES2008d.A.words.xml
2021.71,2021.84,we,ES2008d.A.words.xml
2021.84,2021.97,can,ES2008d.A.words.xml
2021.97,2022.15,all,ES2008d.A.words.xml
2022.15,2022.34,look,ES2008d.A.words.xml
2022.34,2022.63,at,ES2008d.A.words.xml
2022.63,2022.63,",",ES2008d.A.words.xml
2022.63,2022.78,like,ES2008d.A.words.xml
2022.78,2022.88,you,ES2008d.A.words.xml
2022.88,2023.04,can,ES2008d.A.words.xml
2023.04,2023.23,do,ES2008d.A.words.xml
2023.23,2023.41,all,ES2008d.A.words.xml
2023.41,2023.61,those,ES2008d.A.words.xml
2023.61,2023.86,things,ES2008d.A.words.xml
2023.86,2024.02,pretty,ES2008d.A.words.xml
2024.02,2024.19,much,ES2008d.A.words.xml
2024.19,2024.31,on,ES2008d.A.words.xml
2024.31,2025.54,PowerPoint,ES2008d.A.words.xml
2025.54,2025.63,as,ES2008d.A.words.xml
2025.63,2025.78,that's,ES2008d.A.words.xml
2025.78,2025.94,not,ES2008d.A.words.xml
2025.94,2026.04,as,ES2008d.A.words.xml
2026.04,2026.46,necessary,ES2008d.A.words.xml
2026.46,2026.55,to,ES2008d.A.words.xml
2026.55,2026.92,have,ES2008d.A.words.xml
2026.92,2026.92,.,ES2008d.A.words.xml
2031.08,2031.34,Mm,ES2008d.A.words.xml
2031.34,2031.34,.,ES2008d.A.words.xml
2034.21,2034.55,Mm-hmm,ES2008d.A.words.xml
2034.55,2034.55,.,ES2008d.A.words.xml
2042.52,2042.81,Mm-hmm,ES2008d.A.words.xml
2042.81,2042.81,.,ES2008d.A.words.xml
2049.14,2049.3,Now,ES2008d.A.words.xml
2049.3,2049.45,when,ES2008d.A.words.xml
2049.45,2049.58,you,ES2008d.A.words.xml
2049.58,2049.95,were,ES2008d.A.words.xml
2049.95,2050.2,um,ES2008d.A.words.xml
2050.2,2050.69,creating,ES2008d.A.words.xml
2050.69,2051.39,your,ES2008d.A.words.xml
2051.39,2051.69,um,ES2008d.A.words.xml
2051.69,2052.19,prototypes,ES2008d.A.words.xml
2052.19,2052.31,here,ES2008d.A.words.xml
2052.31,2052.31,",",ES2008d.A.words.xml
2052.31,2052.45,did,ES2008d.A.words.xml
2052.45,2052.54,you,ES2008d.A.words.xml
2052.54,2052.76,work,ES2008d.A.words.xml
2052.76,2053.31,together,ES2008d.A.words.xml
2053.31,2053.45,or,ES2008d.A.words.xml
2053.45,2053.6,did,ES2008d.A.words.xml
2053.6,2053.93,you,ES2008d.A.words.xml
2053.93,2054.22,like,ES2008d.A.words.xml
