"","TE_datasets[j]","Species","Subj_idx","Session","Block","Trial","Stim","Procedure","Duration_Set","Target_Duration","Response"
"734","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,34,"Audiovisual","TE",3,3,2.4
"735","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,35,"Audiovisual","TE",6,6,6.1
"736","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,36,"Audiovisual","TE",64,64,80.5
"737","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,37,"Audiovisual","TE",48,48,45
"738","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,38,"Audiovisual","TE",2,2,3.5
"739","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,39,"Audiovisual","TE",12,12,16
"740","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,40,"Audiovisual","TE",16,16,28.3
"741","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,41,"Audiovisual","TE",32,32,30
"742","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,42,"Audiovisual","TE",4,4,5.2
"743","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,43,"Audiovisual","TE",8,8,11.8
"744","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,44,"Audiovisual","TE",24,24,25.6
"745","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,45,"Audiovisual","TE",16,16,17.9
"746","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,46,"Audiovisual","TE",6,6,8.1
"747","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,47,"Audiovisual","TE",48,48,57.2
"748","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,48,"Audiovisual","TE",64,64,43.7
"749","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,49,"Audiovisual","TE",64,64,66.5
"750","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,50,"Audiovisual","TE",24,24,22.6
"751","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,51,"Audiovisual","TE",12,12,13
"752","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,52,"Audiovisual","TE",16,16,17.4
"753","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,53,"Audiovisual","TE",1,1,1.2
"754","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,54,"Audiovisual","TE",1,1,1.1
"755","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,55,"Audiovisual","TE",2,2,2.1
"756","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,56,"Audiovisual","TE",48,48,58.9
"757","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,57,"Audiovisual","TE",4,4,4.9
"758","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,58,"Audiovisual","TE",48,48,48.6
"759","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,59,"Audiovisual","TE",32,32,37.4
"760","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,60,"Audiovisual","TE",64,64,61.4
"761","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,61,"Audiovisual","TE",3,3,5.2
"762","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,62,"Audiovisual","TE",3,3,4
"763","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,63,"Audiovisual","TE",2,2,2.1
"764","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,64,"Audiovisual","TE",2,2,4.5
"765","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,65,"Audiovisual","TE",48,48,51.6
"766","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,66,"Audiovisual","TE",1.5,1.5,0.8
"767","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,67,"Audiovisual","TE",1.5,1.5,2.2
"768","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,68,"Audiovisual","TE",12,12,7.5
"769","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,69,"Audiovisual","TE",1,1,1.3
"770","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,70,"Audiovisual","TE",2,2,2.6
"771","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,71,"Audiovisual","TE",2,2,3.6
"772","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,72,"Audiovisual","TE",1.5,1.5,1.8
"773","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,73,"Audiovisual","TE",24,24,23.8
"774","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,74,"Audiovisual","TE",1.5,1.5,2
"775","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,75,"Audiovisual","TE",1,1,3.3
"776","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,76,"Audiovisual","TE",1,1,2
"777","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,77,"Audiovisual","TE",48,48,53.6
"778","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,78,"Audiovisual","TE",16,16,22.3
"779","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,79,"Audiovisual","TE",8,8,11.3
"780","dataset_TE_Suarez-Pinilla_2019.csv","Human",10,10,1,80,"Audiovisual","TE",32,32,37.6
"781","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,1,"Audiovisual","TE",6,6,5
"782","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,2,"Audiovisual","TE",1.5,1.5,2
"783","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,3,"Audiovisual","TE",48,48,50
"784","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,4,"Audiovisual","TE",24,24,19.9
"785","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,5,"Audiovisual","TE",1,1,1
"786","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,6,"Audiovisual","TE",3,3,2
"787","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,7,"Audiovisual","TE",48,48,49.5
"788","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,8,"Audiovisual","TE",16,16,15
"789","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,9,"Audiovisual","TE",12,12,10
"790","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,10,"Audiovisual","TE",1,1,1
"791","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,11,"Audiovisual","TE",24,24,15
"792","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,12,"Audiovisual","TE",48,48,30
"793","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,13,"Audiovisual","TE",1,1,1
"794","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,14,"Audiovisual","TE",4,4,4
"795","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,15,"Audiovisual","TE",1,1,1
"796","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,16,"Audiovisual","TE",48,48,35
"797","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,17,"Audiovisual","TE",12,12,8.1
"798","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,18,"Audiovisual","TE",1.5,1.5,1
"799","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,19,"Audiovisual","TE",8,8,6
"800","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,20,"Audiovisual","TE",24,24,15.1
"801","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,21,"Audiovisual","TE",3,3,4
"802","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,22,"Audiovisual","TE",1,1,1
"803","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,23,"Audiovisual","TE",1,1,2
"804","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,24,"Audiovisual","TE",4,4,3
"805","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,25,"Audiovisual","TE",1,1,2
"806","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,26,"Audiovisual","TE",48,48,30
"807","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,27,"Audiovisual","TE",6,6,5
"808","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,28,"Audiovisual","TE",6,6,7.1
"809","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,29,"Audiovisual","TE",3,3,5
"810","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,30,"Audiovisual","TE",4,4,4
"811","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,31,"Audiovisual","TE",2,2,2
"812","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,32,"Audiovisual","TE",1.5,1.5,2
"813","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,33,"Audiovisual","TE",24,24,15
"814","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,34,"Audiovisual","TE",1,1,2
"815","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,35,"Audiovisual","TE",2,2,2
"816","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,36,"Audiovisual","TE",12,12,7.1
"817","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,37,"Audiovisual","TE",16,16,9
"818","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,38,"Audiovisual","TE",6,6,5
"819","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,39,"Audiovisual","TE",4,4,5
"820","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,40,"Audiovisual","TE",3,3,4
"821","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,41,"Audiovisual","TE",24,24,17
"822","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,42,"Audiovisual","TE",48,48,35
"823","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,43,"Audiovisual","TE",1.5,1.5,3
"824","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,44,"Audiovisual","TE",16,16,11
"825","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,45,"Audiovisual","TE",12,12,10
"826","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,46,"Audiovisual","TE",24,24,20
"827","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,47,"Audiovisual","TE",24,24,13
"828","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,48,"Audiovisual","TE",4,4,5
"829","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,49,"Audiovisual","TE",16,16,11
"830","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,50,"Audiovisual","TE",1,1,2
"831","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,51,"Audiovisual","TE",3,3,3
"832","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,52,"Audiovisual","TE",48,48,40
"833","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,53,"Audiovisual","TE",48,48,34
"834","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,54,"Audiovisual","TE",16,16,7.1
"835","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,55,"Audiovisual","TE",4,4,5
"836","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,56,"Audiovisual","TE",32,32,24
"837","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,57,"Audiovisual","TE",64,64,37.1
"838","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,58,"Audiovisual","TE",2,2,3
"839","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,59,"Audiovisual","TE",32,32,25
"840","dataset_TE_Suarez-Pinilla_2019.csv","Human",11,11,1,60,"Audiovisual","TE",8,8,7.9
"841","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,1,"Audiovisual","TE",3,3,3.1
"842","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,2,"Audiovisual","TE",8,8,8.2
"843","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,3,"Audiovisual","TE",8,8,9.3
"844","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,4,"Audiovisual","TE",2,2,5.8
"845","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,5,"Audiovisual","TE",6,6,6
"846","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,6,"Audiovisual","TE",32,32,17.1
"847","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,7,"Audiovisual","TE",48,48,27.4
"848","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,8,"Audiovisual","TE",32,32,21.3
"849","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,9,"Audiovisual","TE",64,64,30.9
"850","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,10,"Audiovisual","TE",16,16,13
"851","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,11,"Audiovisual","TE",48,48,27.4
"852","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,12,"Audiovisual","TE",48,48,25.7
"853","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,13,"Audiovisual","TE",32,32,14.7
"854","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,14,"Audiovisual","TE",12,12,9.7
"855","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,15,"Audiovisual","TE",3,3,3
"856","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,16,"Audiovisual","TE",4,4,3
"857","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,17,"Audiovisual","TE",16,16,8.2
"858","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,18,"Audiovisual","TE",6,6,4.1
"859","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,19,"Audiovisual","TE",4,4,4.3
"860","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,20,"Audiovisual","TE",1.5,1.5,1
"861","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,21,"Audiovisual","TE",8,8,5
"862","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,22,"Audiovisual","TE",6,6,3.2
"863","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,23,"Audiovisual","TE",32,32,18.3
"864","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,24,"Audiovisual","TE",32,32,26.7
"865","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,25,"Audiovisual","TE",24,24,14.3
"866","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,26,"Audiovisual","TE",64,64,45.1
"867","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,27,"Audiovisual","TE",2,2,3.5
"868","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,28,"Audiovisual","TE",1.5,1.5,2.9
"869","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,29,"Audiovisual","TE",16,16,10
"870","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,30,"Audiovisual","TE",24,24,14.1
"871","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,31,"Audiovisual","TE",64,64,47
"872","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,32,"Audiovisual","TE",4,4,5.8
"873","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,33,"Audiovisual","TE",12,12,8.1
"874","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,34,"Audiovisual","TE",6,6,5.5
"875","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,35,"Audiovisual","TE",8,8,6.3
"876","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,36,"Audiovisual","TE",4,4,4.1
"877","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,37,"Audiovisual","TE",6,6,8.8
"878","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,38,"Audiovisual","TE",16,16,10.7
"879","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,39,"Audiovisual","TE",4,4,4.1
"880","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,40,"Audiovisual","TE",32,32,15.6
"881","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,41,"Audiovisual","TE",16,16,7.8
"882","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,42,"Audiovisual","TE",32,32,22.2
"883","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,43,"Audiovisual","TE",6,6,4.9
"884","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,44,"Audiovisual","TE",24,24,10
"885","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,45,"Audiovisual","TE",32,32,16.4
"886","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,46,"Audiovisual","TE",48,48,45.7
"887","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,47,"Audiovisual","TE",1.5,1.5,2.5
"888","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,48,"Audiovisual","TE",12,12,7.6
"889","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,49,"Audiovisual","TE",8,8,6.3
"890","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,50,"Audiovisual","TE",12,12,8.5
"891","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,51,"Audiovisual","TE",1.5,1.5,3
"892","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,52,"Audiovisual","TE",8,8,5
"893","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,53,"Audiovisual","TE",1,1,2.3
"894","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,54,"Audiovisual","TE",32,32,14.6
"895","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,55,"Audiovisual","TE",8,8,5
"896","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,56,"Audiovisual","TE",24,24,10.4
"897","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,57,"Audiovisual","TE",1.5,1.5,3
"898","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,58,"Audiovisual","TE",1,1,1.9
"899","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,59,"Audiovisual","TE",8,8,7.4
"900","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,60,"Audiovisual","TE",64,64,38.2
"901","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,61,"Audiovisual","TE",1,1,3.6
"902","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,62,"Audiovisual","TE",1.5,1.5,1.3
"903","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,63,"Audiovisual","TE",32,32,24.9
"904","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,64,"Audiovisual","TE",16,16,12
"905","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,65,"Audiovisual","TE",16,16,11.4
"906","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,66,"Audiovisual","TE",16,16,15
"907","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,67,"Audiovisual","TE",8,8,14.4
"908","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,68,"Audiovisual","TE",16,16,10.6
"909","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,69,"Audiovisual","TE",3,3,3
"910","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,70,"Audiovisual","TE",64,64,26.3
"911","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,71,"Audiovisual","TE",4,4,4.6
"912","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,72,"Audiovisual","TE",4,4,6
"913","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,73,"Audiovisual","TE",6,6,7.9
"914","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,74,"Audiovisual","TE",8,8,9
"915","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,75,"Audiovisual","TE",64,64,70.5
"916","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,76,"Audiovisual","TE",24,24,17.5
"917","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,77,"Audiovisual","TE",2,2,3.1
"918","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,78,"Audiovisual","TE",2,2,2.2
"919","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,79,"Audiovisual","TE",8,8,7.2
"920","dataset_TE_Suarez-Pinilla_2019.csv","Human",12,12,1,80,"Audiovisual","TE",6,6,5
"921","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,1,"Audiovisual","TE",32,32,30
"922","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,2,"Audiovisual","TE",48,48,30.1
"923","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,3,"Audiovisual","TE",8,8,5
"924","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,4,"Audiovisual","TE",32,32,12
"925","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,5,"Audiovisual","TE",4,4,3
"926","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,6,"Audiovisual","TE",12,12,5
"927","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,7,"Audiovisual","TE",1.5,1.5,1.2
"928","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,8,"Audiovisual","TE",3,3,1
"929","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,9,"Audiovisual","TE",16,16,4
"930","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,10,"Audiovisual","TE",12,12,3.5
"931","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,11,"Audiovisual","TE",1.5,1.5,1
"932","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,12,"Audiovisual","TE",4,4,2
"933","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,13,"Audiovisual","TE",64,64,35
"934","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,14,"Audiovisual","TE",6,6,2
"935","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,15,"Audiovisual","TE",8,8,3.5
"936","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,16,"Audiovisual","TE",16,16,4
"937","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,17,"Audiovisual","TE",6,6,3
"938","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,18,"Audiovisual","TE",2,2,1.2
"939","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,19,"Audiovisual","TE",1,1,0.9
"940","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,20,"Audiovisual","TE",1.5,1.5,1
"941","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,21,"Audiovisual","TE",1,1,0.6
"942","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,22,"Audiovisual","TE",12,12,3
"943","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,23,"Audiovisual","TE",32,32,5
"944","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,24,"Audiovisual","TE",16,16,4
"945","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,25,"Audiovisual","TE",2,2,1.2
"946","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,26,"Audiovisual","TE",4,4,1.5
"947","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,27,"Audiovisual","TE",16,16,4
"948","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,28,"Audiovisual","TE",48,48,12
"949","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,29,"Audiovisual","TE",2,2,1.5
"950","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,30,"Audiovisual","TE",16,16,3.5
"951","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,31,"Audiovisual","TE",1,1,0.6
"952","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,32,"Audiovisual","TE",12,12,3
"953","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,33,"Audiovisual","TE",4,4,2
"954","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,34,"Audiovisual","TE",16,16,3
"955","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,35,"Audiovisual","TE",2,2,1
"956","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,36,"Audiovisual","TE",8,8,2
"957","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,37,"Audiovisual","TE",64,64,15
"958","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,38,"Audiovisual","TE",4,4,2
"959","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,39,"Audiovisual","TE",4,4,1.5
"960","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,40,"Audiovisual","TE",64,64,35
"961","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,41,"Audiovisual","TE",32,32,10
"962","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,42,"Audiovisual","TE",6,6,3.2
"963","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,43,"Audiovisual","TE",12,12,5
"964","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,44,"Audiovisual","TE",8,8,3.5
"965","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,45,"Audiovisual","TE",24,24,7.1
"966","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,46,"Audiovisual","TE",16,16,5
"967","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,47,"Audiovisual","TE",24,24,4.5
"968","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,48,"Audiovisual","TE",6,6,2
"969","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,49,"Audiovisual","TE",4,4,1
"970","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,50,"Audiovisual","TE",1.5,1.5,0.6
"971","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,51,"Audiovisual","TE",3,3,1
"972","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,52,"Audiovisual","TE",64,64,20
"973","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,53,"Audiovisual","TE",64,64,32
"974","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,54,"Audiovisual","TE",4,4,1.2
"975","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,55,"Audiovisual","TE",1,1,0.4
"976","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,56,"Audiovisual","TE",24,24,6
"977","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,57,"Audiovisual","TE",12,12,3
"978","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,58,"Audiovisual","TE",48,48,12
"979","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,59,"Audiovisual","TE",48,48,15
"980","dataset_TE_Suarez-Pinilla_2019.csv","Human",14,13,1,60,"Audiovisual","TE",32,32,11
