llm_model,model_pretty,ablation,ablation_pretty,modality,nrmse,sqrt_bias_squared,sqrt_variance,n_sqrt_bias_squared,n_sqrt_variance
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_4,Short context,text_image,0.7907702084877661,0.6570838704499914,1.4629289095090812,0.3239980233197575,0.721347907404378
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,image,0.517128245017089,0.17609862060234213,1.0364375763682916,0.08662257868337966,0.5098216851573657
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,text_image,0.7159721778377122,0.49411650485000685,1.3717620667291084,0.2426363701169241,0.6736050410545926
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_6,Compressed Numerical Cue,image,0.55247941324471,0.6702233333333334,0.900819543779749,0.3297873888647666,0.4432536296579852
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_6,Compressed Numerical Cue,text,0.7138475160591929,0.9381566666666665,1.1058406014380593,0.4618053704517195,0.5443473854128721
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_6,Compressed Numerical Cue,text_image,0.655865295100275,0.8676233333333333,1.0124056294072823,0.4267881111352781,0.4980072223477811
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,image,0.5279771704205516,0.034231297321920026,1.0660702909411663,0.016944505153322076,0.527705198221887
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,text,1.2105194321431738,2.049422734100565,1.3318890200635205,1.0150056404516696,0.659636904249245
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,text_image,0.5998879413036973,0.0977841256199139,1.2093855626410892,0.04834579918494821,0.5979366403079485
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_8,Reverse Order,image,0.4236936956410113,0.13826375231037275,0.850336965955943,0.0679990497992278,0.41820147889783943
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_8,Reverse Order,text,1.2061447726418333,2.1300339135744872,1.2253758590084571,1.0454858722673444,0.6014519959735856
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_8,Reverse Order,text_image,0.6643344408432957,0.41660267330466666,1.286270798168724,0.20469853917551997,0.6320116750108202
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,image,0.27392763227858774,0.05202333333333331,0.5540459004350532,0.02560838245961327,0.2727279935642019
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text,1.031229909870551,1.7883566666666666,1.0871291244016152,0.8811891638836643,0.535668539738553
openai_gpt-4o-2024-08-06,GPT 4o,base,Base,text_image,0.3503753753354516,0.19410333333333318,0.6871148523516445,0.09525009300696827,0.33717995703128983
openai_gpt-4o-2024-08-06,GPT 4o,base_1,Verbal Cue,image,0.27675663837694015,0.07944333333333338,0.558095586605815,0.03900236191706299,0.27399462157238563
openai_gpt-4o-2024-08-06,GPT 4o,base_1,Verbal Cue,text,1.3310339648679956,2.3586899999999997,1.3162097138754143,1.162312086686676,0.6486000530174825
openai_gpt-4o-2024-08-06,GPT 4o,base_1,Verbal Cue,text_image,0.31849087327642656,0.042223333333333314,0.6450823491014323,0.020802044590741538,0.31781081054807686
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical Cue,image,0.2631924253144241,0.051023333333333296,0.5317024103031903,0.025141030922600904,0.2619888953887885
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical Cue,text,0.6093981072648421,0.24202333333333328,1.2149338554514901,0.1190570571510397,0.597654975952268
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical Cue,text_image,0.36410517484249455,0.27335666666666664,0.6880099077209731,0.1344416858432089,0.33837554795628993
openai_gpt-4o-2024-08-06,GPT 4o,base_3,Noise,image,0.3069647742664034,0.05124333333333341,0.6216890925445683,0.02521635715695596,0.30592729197009677
openai_gpt-4o-2024-08-06,GPT 4o,base_3,Noise,text_image,0.3700347436605829,0.23795666666666657,0.7153913370472291,0.11679123082065809,0.3511203781032213
openai_gpt-4o-2024-08-06,GPT 4o,base_4,Short context,image,0.2993004736074323,0.07404333333333336,0.6030456741592813,0.036474889779329944,0.2970696145976882
openai_gpt-4o-2024-08-06,GPT 4o,base_4,Short context,text,1.188975358453237,2.0811566666666668,1.241562634662017,1.021078328902986,0.6091481340804461
openai_gpt-4o-2024-08-06,GPT 4o,base_4,Short context,text_image,0.36780737253876494,0.3042699999999998,0.6810531458214795,0.15003089101546496,0.3358169070118054
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,image,0.3328199311896082,0.06844333333333336,0.6731327237543046,0.033667146322556706,0.3311127147295179
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,text_image,0.33381732975918055,0.0830564677126005,0.6747089539835882,0.04078495586104001,0.3313164605372974
openai_gpt-4o-2024-08-06,GPT 4o,base_6,Compressed Numerical Cue,image,0.2738854547460135,0.16442333333333328,0.5317749534551455,0.08090548190668949,0.26166303773914446
openai_gpt-4o-2024-08-06,GPT 4o,base_6,Compressed Numerical Cue,text,0.7048977827319471,1.0450233333333336,0.9790534543402394,0.5144102309642927,0.4819367161564664
openai_gpt-4o-2024-08-06,GPT 4o,base_6,Compressed Numerical Cue,text_image,0.6166405731719868,0.8766899999999999,0.8960300651019844,0.43124804829037205,0.44076151979003503
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,image,0.27694908122598927,0.06749333333333342,0.5554067806171937,0.03340922559044298,0.27492656699083573
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,text,1.10471448581005,1.9428066666666666,1.095847886929974,0.9622025227700092,0.542734189390712
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,text_image,0.32916668015925954,0.027893333333333412,0.6651873600389259,0.013790842668817912,0.3288776611227224
openai_gpt-4o-2024-08-06,GPT 4o,base_8,Reverse Order,image,0.3243264103149641,0.14331000000000005,0.6436990271599504,0.07048082858949185,0.31657554111006286
openai_gpt-4o-2024-08-06,GPT 4o,base_8,Reverse Order,text,1.1310319947476546,1.9647566666666667,1.204007029792139,0.9643627382420299,0.5909635202220125
openai_gpt-4o-2024-08-06,GPT 4o,base_8,Reverse Order,text_image,0.36973002357975215,0.20768999999999993,0.7232450236492008,0.10204888812672797,0.3553678583783044
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,image,0.47403796272597204,0.5733088888888886,0.773755872349323,0.2822101613538014,0.38087979066111055
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text,1.3056920184054306,0.09433065217391297,2.6481976155951386,0.046480184891006714,1.3048644524777833
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base,Base,text_image,0.6136018286350737,0.8232274222183851,0.9411879107848216,0.4039729106430663,0.461858302481265
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_1,Verbal Cue,image,0.501091777082329,0.4990243055555553,0.8903564913566401,0.24499383087343748,0.43711667995340103
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_1,Verbal Cue,text,0.8044548915042384,0.9149335714285715,1.352002703590424,0.45085973510161825,0.6662380743617065
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_1,Verbal Cue,text_image,0.6772156228938385,0.7118197183098592,1.1759306114696861,0.35069011259613436,0.57934225188467
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical Cue,image,0.49152959861065504,0.6997218978102188,0.7109843127321043,0.3447781381734052,0.3503275349555497
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical Cue,text,0.6614534336111918,0.6328330985915493,1.186398005309801,0.3113057131657429,0.5836175098353403
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical Cue,text_image,0.5765683326228146,0.695373188405797,0.9438179964209703,0.3419969407713098,0.4641865300571718
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_3,Noise,image,0.47981255927266564,0.5312110294117646,0.8176406617314157,0.26140389728799723,0.4023531962324041
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_3,Noise,text_image,0.5997035029272594,0.7220282722997037,0.985716055688061,0.3543778444641001,0.48379813432484786
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_4,Short context,image,0.41921099446580723,0.22457570213843805,0.8208229640027289,0.11062945999120095,0.4043500716743677
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_4,Short context,text,1.185756968421091,0.968011320754717,2.214473945169395,0.4749355959532434,1.0864878130267794
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_4,Short context,text_image,0.6016092743157002,0.6010242156161855,1.0617895499299785,0.29635586351190485,0.5235522143060581
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,image,2.218346039654971,0.24850661764705897,4.502915284833002,0.1222399355931503,2.214975519006717
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,text_image,0.553484263274677,0.42594854211235805,1.0435600329788135,0.20916242849671915,0.5124411265677911
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_6,Compressed Numerical Cue,image,0.48863818108901247,0.6753278571428568,0.7280718934347717,0.3322991002523251,0.3582521179134517
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_6,Compressed Numerical Cue,text,0.6289796692099584,0.6790829787234041,1.082379237753665,0.3342769685484146,0.5327985853749527
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_6,Compressed Numerical Cue,text_image,0.8204454805796277,1.299485294117647,1.0455672196531167,0.6392230969559084,0.5143195688690385
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,image,0.43002842820660336,0.39241573426573406,0.7750647670189318,0.1942459372479734,0.38365735354414643
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,text,0.8236235821867496,0.8137171328671329,1.4503201567289055,0.40300493687788497,0.7182916023358379
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,text_image,0.5936042751773924,0.7890534807159529,0.9049254232936118,0.39011875274271596,0.4474074141845943
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_8,Reverse Order,image,0.3651026718458373,0.3481869565217391,0.6556518098593922,0.17124070336826136,0.3224540005937472
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_8,Reverse Order,text,0.9296063526087366,0.8155985294117646,1.7093354996290093,0.400320734100933,0.8389942077627288
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_8,Reverse Order,text_image,0.45174405675282436,0.4900599214772846,0.7778940618388255,0.24079190188371383,0.3822197702876226
GPT-5 Mini,GPT 5 Mini,base_3,Noise,text,0.00529065878099436,0.0009542502083386732,0.010694804106501482,0.00047019420616418864,0.005269723687766024
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_3,Noise,text,0.4005343765864319,0.19819,0.7883461111085663,0.09765550890674499,0.38844715008305347
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,text,1.096699110617806,1.7799766666666665,1.336247409647214,0.8770600293933342,0.6584182895929078
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_3,Noise,text,0.6300002177053725,0.5689573826378552,1.145005511657136,0.2803462472766002,0.5641863663247668
meta-llama_llama-4-maverick,Llama 4 Maverick,base_3,Noise,text,0.8617950262348142,1.2431030045887987,1.2303187153856177,0.6125226123246525,0.6062233224101884
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_3,Noise,text,0.7910093743632971,1.226801280733811,1.0354082808078473,0.6044901528710168,0.5101837761165964
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_3,Noise,text,1.447316881563685,2.538463368021516,1.477818472687599,1.2507943490855797,0.7281755639643579
openai_gpt-4o-2024-08-06,GPT 4o,base_3,Noise,text,1.031229909870551,1.7883566666666666,1.0871291244016152,0.8811891638836643,0.535668539738553
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_3,Noise,text,1.3056920184054306,0.09433065217391297,2.6481976155951386,0.046480184891006714,1.3048644524777833
GPT-5 Mini,GPT 5 Mini,base_5,Gradual noise,text,0.00529065878099436,0.0009542502083386732,0.010694804106501482,0.00047019420616418864,0.005269723687766024
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_5,Gradual noise,text,0.4005343765864319,0.19819,0.7883461111085663,0.09765550890674499,0.38844715008305347
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,text,1.096699110617806,1.7799766666666665,1.336247409647214,0.8770600293933342,0.6584182895929078
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_5,Gradual noise,text,0.6300002177053725,0.5689573826378552,1.145005511657136,0.2803462472766002,0.5641863663247668
meta-llama_llama-4-maverick,Llama 4 Maverick,base_5,Gradual noise,text,0.8617950262348142,1.2431030045887987,1.2303187153856177,0.6125226123246525,0.6062233224101884
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,text,0.7910093743632971,1.226801280733811,1.0354082808078473,0.6044901528710168,0.5101837761165964
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,text,1.447316881563685,2.538463368021516,1.477818472687599,1.2507943490855797,0.7281755639643579
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,text,1.031229909870551,1.7883566666666666,1.0871291244016152,0.8811891638836643,0.535668539738553
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,text,1.3056920184054306,0.09433065217391297,2.6481976155951386,0.046480184891006714,1.3048644524777833
